Likinux,ΛΕΙΤΟΥΡΓΙΚΟ ΣΥΣΤΗΜΑ,,,http://likinux.blogspot.gr/,"Μια διανομή Linux για μαθητές, φοιτητές, εκπαιδευτικούς κι ανειδίκευτους χρήστες. Το Likinux 2012 είναι ένα πλήρες, εξελληνισμένο και δωρεάν περιβάλλον εργασίας για PCs, laptops, netbooks και tablets (ειδικά παραμετροποιημένο για εργαστήρια Πληροφορικής). Είναι βασισμένο στο Ubuntu 11.10 64bit, ενώ διαθέτει πληθώρα εφαρμογών και ρυθμίσεων που θα ικανοποιήσουν και τον πιο απαιτητικό χρήστη.",OPEN SOURCE,OPERATING SYSTEM,LINUX
LimeSurvey,Ερωτηματολογια,,,http://limesurvey.org,Πλατφόρμα δημιουργίας ερωτηματολογιών - Κουιζ,,ΠΛΑΤΦΟΡΜΑ,"
"
Linphone,ΙΝΤΕΡΝΕΤΙΚΗ ΤΗΛΕΦΩΝΙΑ,,,http://www.linphone.org/,"Linphone is an open source SIP Phone, available on mobile and desktop environments (iOS, Android, Windows Phone 8, GNU/Linux, Windows Desktop, MAC OSX) and on web browsers.",OPEN SOURCE,,CROSSPLATFORM
"Linux MultiMedia Studio,",ΠΟΛΥΜΕΣΑ,,,https://lmms.io/,"LMMS (formerly Linux MultiMedia Studio) is digital audio workstation software. When LMMS is executed on a computer with appropriate hardware, music can be produced by synthesizing sounds, arranging samples, playing on a MIDI keyboard, and combining the features of trackers, sequencers, and synthesizers. ",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Logo,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,,,,,,,
marble,ΓΕΩΓΡΑΦΙΑ,ΓΕΩΓΡΑΦΙΑ,,https://marble.kde.org/,virtual globe and world atlas,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Mahara,Δημιουργία e-portfolio,ΟΛΑ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://mahara.org/,Δημιουργία e-portfolio,OPEN SOURCE,ΠΛΑΤΦΟΡΜΑ,ONLINE
maxima,ΜΑΘΗΜΑΤΙΚΑ,ΜΑΘΗΜΑΤΙΚΑ,,http://maxima.sourceforge.net/,Εργαλείο υλοποίησης αλγεβρικών πράξεων ,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
mazesmith,ΕΚΠΑΙΔΕΥΤΙΚΑ ΠΑΙΧΝΙΔΙΑ,,ΠΡΟΣΧΟΛΙΚΗ,http://maze.sxoleio.cu.cc/,Παιχνίδι - Φτιάξτε λαβύρινθους και εκτυπώστε ή παίξτε στον browser,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Mindmaps,ΝΟΗΤΙΚΟΙ ΧΑΡΤΕΣ,,,http://drichard.org/mindmaps/,HTML5 based mind mapping application,OPEN SOURCE,ΠΛΑΤΦΟΡΜΑ,ONLINE
MindRaider,Διαχείριση έργων,,,http://mindraider.sourceforge.net,Διαχείριση έργων,,,
Molecular Workbench,ΦΥΣΙΚΕΣ ΕΠΙΣΤΗΜΕΣ,ΦΥΣΙΚΕΣ ΕΠΙΣΤΗΜΕΣ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://mw.concord.org/modeler/,Is a modeling tool for designing and conducting computational experiments across science.,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Moodle,Πλατφόρμες eLearning,"ΟΛΕΣ
",ΟΛΕΣ,http://moodle.org,Πλατφόρμες eLearning,,,
moovly,ΠΟΛΥΜΕΣΑ,,ΠΡΩΤΟΒΑΘΜΙΑ,https://www.moovly.com/,Πλατφόρμα δημιουργίας πολυμσεικού περιεχομένου,,ΠΛΑΤΦΟΡΜΑ,
MSWLogo,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,"ΠΛΗΡΟΦΟΡΙΚΗ
",ΠΡΩΤΟΒΑΘΜΙΑ,http://www.softronix.com/,Περιβάλλον προγραμματισμού LOGO,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,WINDOWS
MuseScore,ΜΟΥΣΙΚΗ,,ΟΛΕΣ,https://musescore.org/el,"Εφαρμογή Εγγραφής Μουσικού Κειμένου
",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
netbeans,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,ΠΛΗΡΟΦΟΡΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://netbeans.org/,NetBeans is a software development platform written in Java.,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
notepad++,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,ΠΛΗΡΟΦΟΡΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://notepad-plus-plus.org/,"Notepad++ is a free (as in ""free speech"" and also as in ""free beer"") source code editor and Notepad replacement that supports several languages. Running in the MS Windows environment, its use is governed by GPL License.",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,WINDOWS
Ns-3,ΗΛΕΚΤΡΟΝΙΚΗ,,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://www.nsnam.org/,"ns-3 is a discrete-event network simulator for Internet systems, targeted primarily for research and educational use",OPEN SOURCE,"SOURCE CODE
",
ObjectKAREL,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,ΠΛΗΡΟΦΟΡΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,,Εκπαιδευτικό προγραμματιστικό περιβάλλον  για μια εισαγωγή στον αντικειμενοστραφή προγραμματισμό που αναπτύχθηκε στο Πανεπιστήμιο Μακεδονίας,,,
Okular,ΠΡΟΒΟΛΗ ΕΓΓΡΑΦΩΝ,,,https://okular.kde.org/,Εφαρμογή προβολής εγγράφων,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Open Circuit Design,ΗΛΕΚΤΡΟΝΙΚΗ,,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://opencircuitdesign.com/,Συλλογή εφαρμογών ηλεκτρονικής σχεδιασης ,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Open-Sancore,ΔΙΑΔΡΑΣΤΙΚΟΙ ΠΙΝΑΚΕΣ,,,http://open-sankore.org/,Λογισμικό για διαδραστικούς πίνακες,"OPEN SOURCE
",ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
OpenBiblio,Διαχείριση Βιβλιοθηκών,,,http://obiblio.sourceforge.net,Διαχείριση Βιβλιοθηκών,OPEN SOURCE,,
Openeclass,Πλατφόρμες eLearning,,,http://www.openeclass.org,"Η πλατφόρμα Open eClass είναι ένα ολοκληρωμένο Σύστημα Διαχείρισης Ηλεκτρονικών Μαθημάτων και συνιστά προσφορά του Ελληνικού Ακαδημαϊκού Διαδικτύου (GUnet) στην εκπαιδευτική και ακαδημαϊκή κοινότητα. Έχει σχεδιαστεί με προσανατολισμό την ενίσχυση της εκπαιδευτικής διαδικασίας, βασίζεται στη φιλοσοφία του λογισμικού ανοικτού κώδικα, υποστηρίζεται ενεργά από το GUnet και διανέμεται ελεύθερα. Βασική επιδίωξη της πλατφόρμας είναι η ενσωμάτωση των νέων τεχνολογιών και η εποικοδομητική χρήση του διαδικτύου στην εκπαιδευτική διαδικασία.",,,
